	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_CAMP_RESPONSE_ELEMENT_BINDING	GO_CAMP_RESPONSE_ELEMENT_BINDING	GO_CAMP_RESPONSE_ELEMENT_BINDING	14	-0.775342460222105	-1.37861355933712	0.0282051282051282	1	1	51	tags=14%, list=0%, signal=14%	CREB3L1/HMGA2
GO_TRANSLATION_INITIATION_FACTOR_BINDING	GO_TRANSLATION_INITIATION_FACTOR_BINDING	GO_TRANSLATION_INITIATION_FACTOR_BINDING	32	-0.676938391356519	-1.37600947260201	0.0378510378510378	1	1	991	tags=6%, list=5%, signal=6%	OTX2/LIN28A
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	95	-0.59385646519432	-1.37273641285058	0.0159235668789809	1	1	1903	tags=32%, list=10%, signal=29%	ITIH3/PZP/SERPINB5/SLPI/SERPINA11/SERPINA12/SERPINA4/WFDC3/SERPINB13/WFDC10A/ITIH2/SERPINB4/WFDC8/HMSD/WFDC13/EPPIN/WFDC11/SERPINA9/WFDC10B/PI3/SERPINI2/SERPINB11/SERPINB3/COL7A1/SERPINB2/ITIH4/WFDC5/SERPINA3/WFDC12/WFDC9
GO_PHOTORECEPTOR_ACTIVITY	GO_PHOTORECEPTOR_ACTIVITY	GO_PHOTORECEPTOR_ACTIVITY	15	-0.760847409713229	-1.36649970183688	0.0369897959183673	1	1	2184	tags=40%, list=11%, signal=36%	OPN5/GNAT2/OPN4/OPN1MW/OPN1LW/RGR
GO_TRANSLATION_ACTIVATOR_ACTIVITY	GO_TRANSLATION_ACTIVATOR_ACTIVITY	GO_TRANSLATION_ACTIVATOR_ACTIVITY	12	-0.781478193474419	-1.36052170455216	0.0455136540962289	1	1	3236	tags=33%, list=17%, signal=28%	DAZ2/BOLL/DAZ1/DAZL
GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	15	-0.756349404736829	-1.35842117994058	0.038265306122449	1	1	3634	tags=73%, list=19%, signal=60%	CYP2S1/CYP2C9/CYP2E1/CYP4F12/CYP2A6/CYP4F2/CYP2A13/CYP2F1/CYP2A7/CYP2C18/CYP2C19
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	46	-0.642995923308798	-1.35841514435211	0.027906976744186	1	1	4953	tags=48%, list=25%, signal=36%	PRKCB/CACNB3/MCUB/HPCAL4/FKBP1B/TNNI3/STX1A/CABP4/CRISP1/REM2/REM1/GRM2/NPY2R/CACNG1/CACNG4/NPY/CABP2/NRXN1/CACNG8/CAV3/CACNG7/CACNG6
GO_BITTER_TASTE_RECEPTOR_ACTIVITY	GO_BITTER_TASTE_RECEPTOR_ACTIVITY	GO_BITTER_TASTE_RECEPTOR_ACTIVITY	20	-0.713975796811581	-1.34327454152361	0.0438047559449312	1	1	3108	tags=60%, list=16%, signal=50%	TAS2R10/TAS2R20/TAS2R3/TAS2R5/TAS2R1/TAS2R4/TAS2R40/TAS2R38/TAS2R9/TAS2R8/TAS2R39/TAS2R7
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	56	-0.617663578798582	-1.34056720241438	0.0397727272727273	1	1	3708	tags=23%, list=19%, signal=19%	PITX2/GSC/ANKRD1/ZFPM2/GFI1B/PITX3/PITX1/GBX2/GATA1/PRDM13/TBX20/MIXL1/LHX3
GO_NARROW_PORE_CHANNEL_ACTIVITY	GO_NARROW_PORE_CHANNEL_ACTIVITY	GO_NARROW_PORE_CHANNEL_ACTIVITY	19	-0.715918544551105	-1.33824586942493	0.0548628428927681	1	1	3205	tags=42%, list=16%, signal=35%	KCNK6/KCNK2/KCNK16/KCNK12/NALCN/RHAG/KCNK17/KCNK4
GO_CHEMOKINE_ACTIVITY	GO_CHEMOKINE_ACTIVITY	GO_CHEMOKINE_ACTIVITY	46	-0.629075809109065	-1.32900703575521	0.0430232558139535	1	1	5826	tags=67%, list=30%, signal=47%	CXCL9/PF4V1/CCL24/CCL8/XCL1/CCL14/CCL17/PPBP/CXCL8/CCL22/XCL2/CCL20/CXCL2/CXCL1/CCL18/CCL25/CXCL13/CCL23/C10orf99/PF4/CCL21/CCL16/CXCL6/CCL19/CXCL3/CXCL5/CCL13/CCL1/CCL7/CCL26/CCL11
GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	10	-0.782732313026895	-1.32420923087193	0.0828947368421053	1	1	2721	tags=50%, list=14%, signal=43%	RRM2/FTMT/TH/TF/FTHL17
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	58	-0.607325181702971	-1.32290640200957	0.0465380249716232	1	1	1993	tags=28%, list=10%, signal=25%	TNFSF14/CARD17/CST11/SERPINB13/LCN1/BIRC8/CSTL1/TFAP2B/CST1/CST2/CSN2/CST9/SERPINB3/CST8/CARD18/FETUB
GO_UNFOLDED_PROTEIN_BINDING	GO_UNFOLDED_PROTEIN_BINDING	GO_UNFOLDED_PROTEIN_BINDING	108	-0.568237899619416	-1.32211163519423	0.0285110876451954	1	1	2746	tags=10%, list=14%, signal=9%	HSPB6/NACAD/SCG5/DNAJB13/DNAJB8/AHSP/ERN2/APCS/AIPL1/CRYAA/CCT8L2
GO_MICROTUBULE_MOTOR_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY	76	-0.586008794448283	-1.32017692689615	0.0406147091108672	1	1	4833	tags=46%, list=25%, signal=35%	KIF3C/DNAH7/KIF17/DNAH10/KIF11/KIF5C/KIFC1/KIF2C/KIF18A/DNAH3/KLC1/KIF26B/DYNC1I1/DNAH11/STARD9/KIF23/KIF4A/KIF20A/DNHD1/KIF25/DNAH1/KIF15/KIF4B/CENPE/KIF21B/DNAI2/KIF14/DNAH17/KIF7/KIF18B/KIF5A/KIF19/DNAH8/DNAH2/KIF2B
GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	25	-0.67388729068022	-1.31861191778475	0.0623441396508728	1	1	1519	tags=12%, list=8%, signal=11%	IPO4/KPNA7/NPAP1
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	80	-0.575350339833678	-1.31095701034121	0.0419806243272336	1	1	4749	tags=28%, list=24%, signal=21%	S100A7A/S100A1/S100A3/TNNI3/MASP2/STX1A/CLEC4M/SYT1/S100Z/DMBT1/S100B/PLSCR3/SNTN/SYN1/PVALEF/MBL2/S100A7/TNNT3/S100G/STMN2/CRNN/SYT8
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	187	-0.540961327104732	-1.30728762624356	0.0152594099694812	1	1	1993	tags=24%, list=10%, signal=22%	TNFSF14/ITIH3/PZP/SERPINB5/CARD17/SLPI/SERPINA11/SERPINA12/CST11/SERPINA4/WFDC3/SERPINB13/LCN1/WFDC10A/ITIH2/SERPINB4/BIRC8/WFDC8/HMSD/WFDC13/EPPIN/WFDC11/NLRP7/SERPINA9/CSTL1/TFAP2B/CST1/WFDC10B/CST2/CSN2/PI3/SERPINI2/SERPINB11/CST9/SERPINB3/COL7A1/SERPINB2/ITIH4/CST8/WFDC5/CARD18/SERPINA3/WFDC12/WFDC9/FETUB
GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	24	-0.671217931847778	-1.30588696028812	0.08	1	1	4133	tags=71%, list=21%, signal=56%	CRYBB3/BFSP1/LIM2/CRYBB1/CRYGS/CRYBB2/HSPB6/MIP/CRYBA1/CRYGN/CRYBA4/CRYAA/CRYGB/CRYGC/CRYGA/CRYAA2/CRYBA2
GO_INTERLEUKIN_1_RECEPTOR_BINDING	GO_INTERLEUKIN_1_RECEPTOR_BINDING	GO_INTERLEUKIN_1_RECEPTOR_BINDING	16	-0.708400801244698	-1.29155217766928	0.0936708860759494	1	1	4683	tags=62%, list=24%, signal=47%	IL36G/TLR5/IL1RN/IL36B/IL1RAP/IL1A/IL36RN/TLR9/IL1F10/IL36A
GO_C2H2_ZINC_FINGER_DOMAIN_BINDING	GO_C2H2_ZINC_FINGER_DOMAIN_BINDING	GO_C2H2_ZINC_FINGER_DOMAIN_BINDING	15	-0.718326490217476	-1.29013113821823	0.0969387755102041	1	1	1834	tags=33%, list=9%, signal=30%	EBF1/LEF1/WT1/GATA1/HMGA2
GO_SEROTONIN_RECEPTOR_ACTIVITY	GO_SEROTONIN_RECEPTOR_ACTIVITY	GO_SEROTONIN_RECEPTOR_ACTIVITY	32	-0.633919955509341	-1.28856610112529	0.0976800976800977	1	1	3147	tags=59%, list=16%, signal=50%	HRH4/DRD4/HTR1B/HTR1A/HTR1D/CHRM2/CHRM5/HTR2B/OR10H3/OR10H1/OR10H5/HTR2C/OR10J5/OR5T3/OR11H4/HTR2A/OR5T2/HTR1E/OR10H2
GO_LAMININ_BINDING	GO_LAMININ_BINDING	GO_LAMININ_BINDING	29	-0.640736323248455	-1.28752973754064	0.10920245398773	1	1	4261	tags=28%, list=22%, signal=22%	SHH/ECM1/ACHE/LYPD5/LYPD3/SSC5D/LRRC15/LACRT
GO_AMYLOID_BETA_BINDING	GO_AMYLOID_BETA_BINDING	GO_AMYLOID_BETA_BINDING	76	-0.571031329615699	-1.28643527714157	0.0614709110867179	1	1	4513	tags=29%, list=23%, signal=22%	LILRB2/TGFB2/FPR2/AGER/APOA1/GRIA3/FCGR2B/DLGAP3/GRIN1/ACHE/TLR6/BCHE/MARCO/GRIN2A/EPHB2/GRIA1/CACNA1A/GRIN2B/APBA2/GRIA2/CACNA1B/IAPP
GO_TRANSCRIPTION_COREPRESSOR_BINDING	GO_TRANSCRIPTION_COREPRESSOR_BINDING	GO_TRANSCRIPTION_COREPRESSOR_BINDING	14	-0.722075813881531	-1.28390170661014	0.107692307692308	1	1	243	tags=29%, list=1%, signal=28%	PHF12/NEK6/PER2/SIX3
GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	11	-0.748497580174915	-1.2822751320487	0.120936280884265	1	1	2466	tags=55%, list=13%, signal=48%	GABRE/GABRA3/GABRA1/GABRG3/GABRA2/GABRG2
GO_HORMONE_ACTIVITY	GO_HORMONE_ACTIVITY	GO_HORMONE_ACTIVITY	118	-0.544900556304456	-1.27865222818992	0.0553814002089864	1	1	3588	tags=50%, list=18%, signal=41%	CORT/TRH/GNRH1/GUCA2A/CCL25/ASIP/ERFE/GHRH/BMP10/INHBA/PTHLH/GNRH2/GHRL/NPPC/SCT/HCRT/TSHB/CCK/OSTN/AMH/CARTPT/THPO/NPPA/VGF/GPHB5/VIP/INSL3/APELA/LHB/GRP/NPY/HAMP/INSL4/PNOC/CGB1/EPO/NPPB/PRLH/INHA/GALP/EDN3/CSH1/GH2/GIP/ANGPTL8/CGB7/RETNLB/INSL5/CSH2/CGB3/PTH/LEP/INS-IGF2/IAPP/CGB2/MLN/GCG/UCN2/ADIPOQ
GO_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	GO_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	GO_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	13	-0.729774500629367	-1.27725867531492	0.104651162790698	1	1	3618	tags=23%, list=19%, signal=19%	NEIL1/NEIL3/HMGA2
GO_METALLOCARBOXYPEPTIDASE_ACTIVITY	GO_METALLOCARBOXYPEPTIDASE_ACTIVITY	GO_METALLOCARBOXYPEPTIDASE_ACTIVITY	28	-0.636299715026237	-1.26835757877415	0.129310344827586	1	1	1240	tags=21%, list=6%, signal=20%	CPXM1/CPZ/CPA2/CPA1/CPA5/CPA4
GO_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY	21	-0.668499768998997	-1.26790171408876	0.113636363636364	1	1	3005	tags=14%, list=15%, signal=12%	PSMA8/PSMB11/PRSS50
GO_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	GO_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	GO_SODIUM_PHOSPHATE_SYMPORTER_ACTIVITY	11	-0.740097485947051	-1.26788466209856	0.130039011703511	1	1	1788	tags=36%, list=9%, signal=33%	SLC34A3/SLC17A7/MFSD2A/SLC34A2
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	80	-0.555032782779672	-1.26466270579513	0.0721205597416577	1	1	2487	tags=11%, list=13%, signal=10%	PRRX1/MYOD1/TCF23/SDR16C5/TFDP3/TBX20/NEUROD1/HAND2/ISL1
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	15	-0.703113367654294	-1.26280801510418	0.11734693877551	1	1	1404	tags=33%, list=7%, signal=31%	SLC7A6/SLC7A2/SLC38A5/SLC7A3/SLC7A4
GO_CYTOKINE_RECEPTOR_BINDING	GO_CYTOKINE_RECEPTOR_BINDING	GO_CYTOKINE_RECEPTOR_BINDING	262	-0.518566288256739	-1.26183376536534	0.0170682730923695	1	1	5541	tags=47%, list=28%, signal=34%	CCL24/CCL8/IL5/TNFSF9/GATA3/NGF/PYCARD/PIDD1/CD300LF/PXDN/IFNA10/XCL1/TRAF1/EBI3/INHBC/CCL14/TNFSF8/RHEX/CCL17/IL31/CD70/IL36G/IL12RB1/IL34/TLR5/CD40LG/EFNA5/LTB/TGFB3/PPBP/TGFB2/CXCL8/LRG1/CNTF/CCL22/TNFSF13B/GH1/XCL2/IL12A/FASLG/IFNA2/IL1RN/CCL20/IL36B/IL10/IFNA21/CXCL2/IL1RAP/ECM1/TRAF5/OSM/IL1A/CXCL1/CCL18/CCL25/TNF/VEGFD/CRLF1/LIF/LTA/IFNA5/CXCL13/CCL23/C10orf99/IFNA1/PF4/IL23A/CCL21/IL23R/IL2/NTF3/IFNE/IFNG/IFNB1/IFNK/IFNA8/CCL16/CXCL6/AMH/TNFSF11/IL36RN/IL27/CCL19/TNFSF14/IFNL1/CRLF2/IL25/TLR9/RASL11B/CXCL3/TSLP/IL4/IL6/CXCL5/IFNA7/CCL13/CCL1/TFF2/IL11/IFNA6/EPO/LEFTY1/IFNA13/IL13/NTRK1/IL3/LEFTY2/CSF2/CSH1/GH2/CCL7/CCL26/IL22/CSH2/CSF3/IL1F10/CCL11/GREM1/IL21/NTF4/DEFB4A/IL36A/DEFB103B
GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	26	-0.640252356139791	-1.26151216546549	0.13574097135741	1	1	5310	tags=65%, list=27%, signal=48%	CXCR6/CCR6/CMKLR1/CCR5/CCR4/CXCR3/GPR35/CCR3/ACKR2/GPR75/CCR7/CCR9/CCR10/CCR8/XCR1/GPR17/CXCR5
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	139	-0.52751686417863	-1.25650827656577	0.0661157024793388	1	1	3953	tags=46%, list=20%, signal=37%	KCNC1/KCNJ12/CACNA1H/KCNA1/KCNT1/GRIN2C/KCNH7/KCNJ14/KCNA3/KCNA5/CACNA2D4/KCNJ9/GRIN1/KCNIP2/KCNK6/CACNA1F/CNR1/KCNH4/RYR1/CATSPER1/HTR1B/KCNK2/KCNQ3/GRIN2A/CACNB1/CACNA1C/KCNB1/TMC2/KCNG2/GRIN3B/KCNT2/CACNG1/CACNG4/KCNAB3/KCNE1/GRIN2D/CACNG3/KCNV2/KCND1/CACNA1A/CACNG8/KCNG4/GRIN2B/CATSPER4/KCND3/KCNH3/KCNS2/KCNJ18/KCNA7/OPRM1/CACNA1G/CALHM1/HCN1/KCNA10/CACNG7/CACNG2/KCNJ6/KCNQ2/KCNC2/CACNA1B/LRRC38/KCNH5/KCNS1/CACNG6
GO_GLUCOSIDASE_ACTIVITY	GO_GLUCOSIDASE_ACTIVITY	GO_GLUCOSIDASE_ACTIVITY	13	-0.716127769869656	-1.25337402980114	0.129198966408269	1	1	1632	tags=31%, list=8%, signal=28%	PGGHG/LCTL/SI/LCT
GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY	GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY	GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY	34	-0.60949974799281	-1.25171473143055	0.141475211608222	1	1	5746	tags=53%, list=30%, signal=37%	DNAH7/KIF17/DNAH10/KIF11/KIF5C/KIF18A/DNAH3/DNAH11/DNHD1/KIF25/DNAH1/KIF14/DNAH17/KIF18B/KIF5A/KIF19/DNAH8/DNAH2
GO_METALLOPEPTIDASE_ACTIVITY	GO_METALLOPEPTIDASE_ACTIVITY	GO_METALLOPEPTIDASE_ACTIVITY	184	-0.51759551858395	-1.25006838416456	0.0509164969450102	1	1	4819	tags=40%, list=25%, signal=31%	MEP1B/ADAMTSL3/MMP10/VASH2/ADAM18/ADAMTSL2/DPEP2/ADAM11/ADAM20/ADAMTSL4/ADAM21/MMP11/NAALADL1/BMP1/ADAMTS13/ADAM28/ADAMTS18/CPO/NPEPL1/ADAMTS7/ADAMTSL5/AGBL2/ADAMTS8/XPNPEP2/ADAMTS2/MMP7/ADAMDEC1/ADAMTS3/ADAM8/ADAM7/MMP9/MMP8/NAALAD2/MMP25/ADAMTS10/MMP28/LVRN/ADAMTS12/DPEP3/PAPPA/MMP21/ADAM19/MMP3/MMP17/KEL/MEP1A/TLL2/AMZ1/ASTL/MMP12/TRABD2A/MMP16/MMP19/CPXM1/ADAMTS6/ADAMTS20/CPZ/CLCA4/ECEL1/ADAM12/CPA2/ADAM23/CPA1/ADAM33/ADAM30/ADAMTS14/CPA5/ADAM29/CLCA2/CLCA1/CPA4/MMP23B/MMP27/MMP13
