	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_MAP_KINASE_PHOSPHATASE_ACTIVITY	GO_MAP_KINASE_PHOSPHATASE_ACTIVITY	GO_MAP_KINASE_PHOSPHATASE_ACTIVITY	14	0.7955644616635	1.44866024414448	0.0236024844720497	0.853119371213362	0.853119371213362	231	tags=7%, list=1%, signal=7%	DUSP21
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	17	0.774270988344766	1.44504875858091	0.0214030915576694	0.853119371213362	0.853119371213362	2224	tags=35%, list=11%, signal=31%	TGM7/TGM6/TGM5/TGM4/TGM1/GGT6
GO_NEUROPEPTIDE_HORMONE_ACTIVITY	GO_NEUROPEPTIDE_HORMONE_ACTIVITY	GO_NEUROPEPTIDE_HORMONE_ACTIVITY	28	0.727751758056972	1.4422479053671	0.0251916757940854	0.853119371213362	0.853119371213362	3304	tags=71%, list=17%, signal=59%	GHRH/PRLH/CARTPT/HCRT/GRP/PENK/VGF/ASIP/CORT/NPY/NPPA/AVP/GAL/PYY/CCK/UCN/AGRP/VIP/OXT/PNOC
GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	10	0.825957382660452	1.43763087982397	0.0252324037184595	0.853119371213362	0.853119371213362	2579	tags=40%, list=13%, signal=35%	FTHL17/TH/FTMT/TF
GO_RETINOL_BINDING	GO_RETINOL_BINDING	GO_RETINOL_BINDING	16	0.772961765103429	1.42994166109011	0.0302663438256659	0.927574419598348	0.927574419598348	3093	tags=62%, list=16%, signal=53%	ADH7/CRABP1/RLBP1/STRA6/CYP27C1/CRABP2/RBP3/CYP2W1/C8G/ADH4
GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	GO_CALCIUM_CHANNEL_REGULATOR_ACTIVITY	46	0.69743517346518	1.42529101081085	0.0116772823779193	0.75926237318536	0.75926237318536	2034	tags=24%, list=10%, signal=21%	CRISP1/CABP2/CACNG7/CACNG6/CAV3/TNNI3/CACNG4/CACNG1/NRXN1/REM2/NPY
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	44	0.699291760672273	1.42520453138155	0.0138445154419595	0.75926237318536	0.75926237318536	3135	tags=39%, list=16%, signal=32%	OPRM1/CACNG2/CATSPER4/CACNG7/CACNG3/CACNG6/CACNG4/CACNG1/CACNA1G/TMC2/CACNA1A/CALHM1/CACNB1/CATSPER1/CACNA1F/CACNA1I/CACNA1B
GO_SEQUENCE_SPECIFIC_MRNA_BINDING	GO_SEQUENCE_SPECIFIC_MRNA_BINDING	GO_SEQUENCE_SPECIFIC_MRNA_BINDING	11	0.808241294123613	1.42288416703983	0.0342555994729908	0.964711747320443	0.964711747320443	130	tags=9%, list=1%, signal=9%	LIN28A
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	187	0.665374103340582	1.41828718894454	0.000999000999000999	0.15036075036075	0.15036075036075	2487	tags=30%, list=13%, signal=27%	WFDC9/BIRC8/CST9L/SERPINB13/CST9/CARD18/CSTL1/SERPINB12/CST8/SERPINB5/TFAP2B/AHSG/SERPINB3/SMR3B/SERPINB4/SPINT3/SERPINA11/WFDC8/CST11/WFDC11/EPPIN/SPP2/SMR3A/SPINK8/WFDC10A/SERPINB11/SERPINA3/LCN1/FETUB/ITIH6/A2ML1/WFDC12/HRG/SPINK4/CST5/WFDC5/NLRP7/SERPINA12/COL7A1/WFDC10B/SERPINB10/WFDC3/CST6/SERPINA4/SERPINA9/HMSD/OPRPN/AVP/ITIH4/SERPINB2/SPINK6/SERPINI2/CST1/SERPINC1/PI3/CST2/SERPIND1
GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GO_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	24	0.718114502525925	1.41385392829914	0.044004400440044	0.975586920394167	0.975586920394167	2188	tags=50%, list=11%, signal=44%	CRYGC/CRYGB/CRYGA/CRYBA2/CRYBA4/CRYAA2/CRYGN/LIM2/MIP/CRYBB2/CRYBA1/BFSP2
GO_CYCLOSPORIN_A_BINDING	GO_CYCLOSPORIN_A_BINDING	GO_CYCLOSPORIN_A_BINDING	19	0.744022011233999	1.41348302487428	0.040650406504065	0.975586920394167	0.975586920394167	2613	tags=26%, list=13%, signal=23%	PPIAL4D/PPIAL4G/PPIAL4E/PPIAL4C/PPIAL4F
GO_E_BOX_BINDING	GO_E_BOX_BINDING	GO_E_BOX_BINDING	50	0.683888753603557	1.41033061153988	0.012591815320042	0.75926237318536	0.75926237318536	3138	tags=28%, list=16%, signal=24%	NEUROD1/NEUROG1/NEUROD2/HES3/MYOG/SCRT2/NEUROG2/MYF6/HAND2/MYF5/SCX/TWIST1/PTF1A/GATA3
GO_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	GO_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	GO_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	19	0.73619698259846	1.39861714056107	0.0464576074332172	1	1	1684	tags=47%, list=9%, signal=43%	GABRG2/GABRA6/GABRA2/GABRA1/GABRA3/GLRA3/GABRG3/GLRA1/GABRA4
GO_RECEPTOR_INHIBITOR_ACTIVITY	GO_RECEPTOR_INHIBITOR_ACTIVITY	GO_RECEPTOR_INHIBITOR_ACTIVITY	38	0.689275662816265	1.39452656033112	0.0354457572502685	0.971959975125784	0.971959975125784	3644	tags=55%, list=19%, signal=45%	MTRNR2L7/SPINT3/ADH7/MTRNR2L13/MTRNR2L10/IL36RN/MTRNR2L6/MTRNR2L11/MTRNR2L3/LY6G6D/DKKL1/MTRNR2L5/LYPD6/PCSK9/MTRNR2L8/FST/LYPD1/WFIKKN1/MTRNR2L1/LY6H/MTRNR2L12
GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_EPOXYGENASE_ACTIVITY	15	0.753229857126727	1.38732397559593	0.0563725490196078	1	1	3178	tags=60%, list=16%, signal=50%	CYP2A13/CYP2F1/CYP2A7/CYP2E1/CYP2B6/CYP2C18/CYP2A6/CYP2C19/CYP4F12
GO_RECEPTOR_ANTAGONIST_ACTIVITY	GO_RECEPTOR_ANTAGONIST_ACTIVITY	GO_RECEPTOR_ANTAGONIST_ACTIVITY	30	0.695677151200956	1.38492646661897	0.043525571273123	0.975586920394167	0.975586920394167	1599	tags=37%, list=8%, signal=34%	MTRNR2L7/SPINT3/ADH7/MTRNR2L13/MTRNR2L10/IL36RN/MTRNR2L6/MTRNR2L11/MTRNR2L3/DKKL1/MTRNR2L5
GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	11	0.786679184329203	1.38492472985504	0.0579710144927536	1	1	2395	tags=55%, list=12%, signal=48%	CNGA3/CNGA2/CNGB1/HCN1/KCNA10/CNGA4
GO_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	GO_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	GO_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	13	0.764422384311559	1.3721333236374	0.0571791613722999	1	1	3027	tags=62%, list=16%, signal=52%	LYZL6/LYZL4/LYZL2/PGLYRP3/PGLYRP2/PGLYRP4/LYG2/SPACA5
GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	13	0.764294381982656	1.37190356027019	0.0571791613722999	1	1	1684	tags=54%, list=9%, signal=49%	GABRG2/GABRA6/GABRA2/GABRA1/GABRA3/GABRG3/GABRA4
GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY	223	0.642983885085167	1.3699793192622	0.000999000999000999	0.15036075036075	0.15036075036075	2487	tags=26%, list=13%, signal=23%	WFDC9/BIRC8/CST9L/SERPINB13/CST9/CARD18/CSTL1/SERPINB12/CST8/SERPINB5/TFAP2B/AHSG/SERPINB3/SMR3B/SERPINB4/SPINT3/SERPINA11/WFDC8/R3HDML/CST11/WFDC11/EPPIN/SPP2/SMR3A/SPINK8/WFDC10A/SERPINB11/SERPINA3/LCN1/FETUB/ITIH6/A2ML1/WFDC12/HRG/SPINK4/CST5/WFDC5/NLRP7/SERPINA12/COL7A1/WFDC10B/SERPINB10/WFDC3/CST6/SERPINA4/SERPINA9/HMSD/OPRPN/AVP/UMODL1/ITIH4/SERPINB2/SPINK6/SERPINI2/CST1/SERPINC1/PI3/CST2/SERPIND1
GO_NEUROPEPTIDE_RECEPTOR_BINDING	GO_NEUROPEPTIDE_RECEPTOR_BINDING	GO_NEUROPEPTIDE_RECEPTOR_BINDING	32	0.680248487484258	1.36667694485965	0.0518918918918919	1	1	2841	tags=44%, list=15%, signal=37%	GHRH/PRLH/HCRT/UCN2/KISS1/CCKBR/NMU/ASIP/NPPA/GAL/UCN/AGRP/MRAP2/POMC
GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY	19	0.718185670207819	1.36439949116968	0.0696864111498258	1	1	3178	tags=47%, list=16%, signal=40%	CYP2A13/CYP2F1/CYP2A7/CYP2E1/CYP2B6/CYP2C18/CYP2A6/CYP2C19/CYP4F12
GO_HEXOSAMINIDASE_ACTIVITY	GO_HEXOSAMINIDASE_ACTIVITY	GO_HEXOSAMINIDASE_ACTIVITY	14	0.749246580945134	1.36431903029813	0.062111801242236	1	1	207	tags=7%, list=1%, signal=7%	SPAM1
GO_CASPASE_BINDING	GO_CASPASE_BINDING	GO_CASPASE_BINDING	12	0.76669919905931	1.36141919623131	0.06640625	1	1	1662	tags=25%, list=9%, signal=23%	MAGEA3/CARD18/NLRP7
GO_TRANSLATION_ACTIVATOR_ACTIVITY	GO_TRANSLATION_ACTIVATOR_ACTIVITY	GO_TRANSLATION_ACTIVATOR_ACTIVITY	12	0.766232062106983	1.36058970636756	0.06640625	1	1	2802	tags=33%, list=14%, signal=29%	DAZL/DAZ1/BOLL/DAZ2
GO_CARBON_SULFUR_LYASE_ACTIVITY	GO_CARBON_SULFUR_LYASE_ACTIVITY	GO_CARBON_SULFUR_LYASE_ACTIVITY	14	0.745793539823302	1.35803131429818	0.0683229813664596	1	1	36	tags=7%, list=0%, signal=7%	CENPVL1
GO_RETINAL_BINDING	GO_RETINAL_BINDING	GO_RETINAL_BINDING	17	0.724109978613638	1.35143152904208	0.0832342449464923	1	1	4228	tags=71%, list=22%, signal=55%	CRABP1/RLBP1/OPN5/STRA6/CYP27C1/CRABP2/RBP3/OPN4/CYP2W1/ADH4/RHO/RBP1
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	60	0.647304572011273	1.35002876533831	0.0330920372285419	0.964711747320443	0.964711747320443	2975	tags=42%, list=15%, signal=35%	GRIA2/HTR3E/HTR3D/HTR3C/GABRG2/GABRA6/GABRA2/GABRA1/CHRNA9/GRIN1/CHRNB3/GABRA3/GLRA3/GABRG3/GLRA1/GABRA4/CHRNG/GRIK5/GRIN2D/HTR3A/CHRNA10/GRIN3B/GRIN2C/GRIK2/GABRG1
GO_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	GO_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	GO_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	10	0.774429426738945	1.34794322503438	0.0770252324037185	1	1	1667	tags=30%, list=9%, signal=27%	SPO11/SLX1A/SLX1B
GO_GABA_RECEPTOR_ACTIVITY	GO_GABA_RECEPTOR_ACTIVITY	GO_GABA_RECEPTOR_ACTIVITY	22	0.696187436627125	1.34684194667243	0.0800450958286359	1	1	1684	tags=36%, list=9%, signal=33%	GABRG2/GABRA6/GABRR3/GABRA2/GABRA1/GABRA3/GABRG3/GABRA4
GO_LIPOPOLYSACCHARIDE_BINDING	GO_LIPOPOLYSACCHARIDE_BINDING	GO_LIPOPOLYSACCHARIDE_BINDING	31	0.673673689078174	1.34520251371686	0.0717391304347826	1	1	979	tags=13%, list=5%, signal=12%	DEFB114/DEFB106A/BPIFC/DEFB119
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	74	0.637552044033303	1.34241636445883	0.0284552845528455	0.89849716678985	0.89849716678985	3579	tags=49%, list=18%, signal=40%	GRIA2/HTR3E/HTR3D/HTR3C/GABRG2/GABRA6/GABRR3/GABRA2/GABRA1/CHRNA9/GRIN1/CHRNB3/GABRA3/GLRA3/GABRG3/P2RX6/GLRA1/GABRA4/CHRNG/ZACN/GRIK5/GRIN2D/HTR3A/CHRNA10/P2RX5/GRIN3B/SLC17A7/P2RX2/GRIN2C/GRIK2/GABRG1/P2RX3/GRIK1/GABRP/TRPV1/GABRR1
GO_SEROTONIN_RECEPTOR_ACTIVITY	GO_SEROTONIN_RECEPTOR_ACTIVITY	GO_SEROTONIN_RECEPTOR_ACTIVITY	32	0.65771599995304	1.32140726505024	0.0897297297297297	1	1	2524	tags=47%, list=13%, signal=41%	HTR1E/OR10H5/OR10H1/HTR2C/OR10J5/OR5T2/CHRM2/OR5T3/OR10H2/OR11H4/CHRM5/HRH3/DRD4/HTR1D/OR6T1
GO_CIS_TRANS_ISOMERASE_ACTIVITY	GO_CIS_TRANS_ISOMERASE_ACTIVITY	GO_CIS_TRANS_ISOMERASE_ACTIVITY	40	0.650901193213037	1.3197281445169	0.0727272727272727	1	1	2613	tags=15%, list=13%, signal=13%	AIPL1/PPIAL4D/PPIAL4G/PPIAL4E/PPIAL4C/PPIAL4F
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	33	0.656227664842297	1.31913952903586	0.0854978354978355	1	1	4004	tags=52%, list=21%, signal=41%	CYP2A13/CYP4F8/CYP2F1/CYP2A7/CYP2E1/CYP1A2/CYP2B6/CYP2C18/CYP2W1/CYP4Z1/CYP2A6/CYP2C19/CYP4F12/CYP2D6/CYP4B1/CYP3A43/CYP19A1
GO_TYPE_I_INTERFERON_RECEPTOR_BINDING	GO_TYPE_I_INTERFERON_RECEPTOR_BINDING	GO_TYPE_I_INTERFERON_RECEPTOR_BINDING	17	0.706437884388349	1.31844948760414	0.116527942925089	1	1	3727	tags=71%, list=19%, signal=57%	IFNA13/IFNA6/IFNE/IFNA1/IFNA10/IFNA2/IFNA4/IFNA8/IFNA5/IFNK/IFNB1/IFNA21
GO_NEUROPEPTIDE_BINDING	GO_NEUROPEPTIDE_BINDING	GO_NEUROPEPTIDE_BINDING	26	0.66596467197764	1.31792906654495	0.1	1	1	2027	tags=35%, list=10%, signal=31%	GPR149/OPRM1/NPBWR2/NMUR2/OPRK1/MRGPRX2/MC4R/OPRD1/GALR2
GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	16	0.711338687375695	1.31594196523751	0.117433414043584	1	1	1470	tags=25%, list=8%, signal=23%	SLCO1B7/SLCO1B3/SLCO1B1/SLCO6A1
GO_DYSTROGLYCAN_BINDING	GO_DYSTROGLYCAN_BINDING	GO_DYSTROGLYCAN_BINDING	10	0.755566621155827	1.31511132310373	0.116865869853918	1	1	980	tags=20%, list=5%, signal=19%	AGR3/AGR2
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	109	0.61849949951719	1.30604080787028	0.0161127895266868	0.839476334340383	0.839476334340383	2975	tags=40%, list=15%, signal=34%	HTR1E/OR10H5/GRIA2/HTR3E/HTR3D/HTR3C/GABRG2/GABRA6/GABRR3/GABRA2/GABRA1/CHRNA9/GRIN1/OR10H1/CHRNB3/HTR2C/OR10J5/OR5T2/GABRA3/GLRA3/CHRM2/GABRG3/DRD2/GLRA1/DRD3/OR5T3/OR10H2/GABRA4/CHRNG/ZACN/OR11H4/CHRM5/GRIK5/GRIN2D/HRH3/DRD4/HTR3A/CHRNA10/HTR1D/OR6T1/GRIN3B/GRIN2C/GRIK2/GABRG1
GO_WIDE_PORE_CHANNEL_ACTIVITY	GO_WIDE_PORE_CHANNEL_ACTIVITY	GO_WIDE_PORE_CHANNEL_ACTIVITY	30	0.655977006306036	1.30589299355079	0.105549510337323	1	1	3053	tags=33%, list=16%, signal=28%	GJA10/PANX3/GJA8/GJB3/GJD4/GJB6/GJB4/GJD2/GJB5/PANX2
GO_AROMATASE_ACTIVITY	GO_AROMATASE_ACTIVITY	GO_AROMATASE_ACTIVITY	24	0.663128245627255	1.30559468127767	0.124312431243124	1	1	4260	tags=58%, list=22%, signal=46%	CYP2A13/CYP4F8/CYP2F1/CYP2A7/CYP2E1/CYP1A2/CYP2C18/CYP4Z1/CYP2C19/CYP4F12/CYP4B1/CYP3A43/CYP19A1/CYP2C9
