	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	11	-0.838425881274326	-1.45171858414624	0.0211640211640212	0.523053665910809	0.518757210486534	1752	tags=73%, list=9%, signal=66%	GABRG1/GABRG3/GABRA3/GABRA4/GABRA2/GABRG2/GABRA1/GABRA6
GO_SERINE_HYDROLASE_ACTIVITY	GO_SERINE_HYDROLASE_ACTIVITY	GO_SERINE_HYDROLASE_ACTIVITY	182	-0.67607687042619	-1.44830047859825	0.001	0.212269938650307	0.210526315789474	2662	tags=29%, list=14%, signal=25%	PRSS50/TMPRSS9/DPP6/KLK10/TMPRSS13/KLK11/CELA1/PRSS1/PRSS57/CTRB2/PRSS3/TMPRSS11D/KLK14/PRSS58/KLK5/MMP3/LPA/OVCH2/PCSK2/PROZ/PRSS55/TMPRSS4/TMPRSS11F/TMPRSS2/CTRC/TMPRSS15/TMPRSS12/AADAC/F7/PCSK9/PRSS33/PRSS54/CELA3A/KLK8/TMPRSS11A/RBP3/KLK1/CELA3B/PRSS56/PRSS22/TMPRSS11B/PRSS41/KLK4/KLK12/DPP10/PRSS38/KLK9/F9/TMPRSS11E/KLK2/TMPRSS7/KLK3/KLK15
GO_PROTON_CHANNEL_ACTIVITY	GO_PROTON_CHANNEL_ACTIVITY	GO_PROTON_CHANNEL_ACTIVITY	25	-0.729817209586526	-1.41170753689413	0.0396732788798133	0.786363636363636	0.779904306220096	1320	tags=56%, list=7%, signal=52%	ATP5MG/ATP5F1E/ATP5PD/ATP5ME/ATP5MF/ATP5PO/NOX5/ATP5MC1/ATP5F1D/SLC4A11/OTOP2/ASIC5/OTOP1/OTOP3
GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	GO_CYCLIC_NUCLEOTIDE_GATED_ION_CHANNEL_ACTIVITY	11	-0.815061576584823	-1.41126373168885	0.044973544973545	0.828717066879568	0.821909838158622	2722	tags=73%, list=14%, signal=63%	HCN4/CNGA4/CNGA1/CNGB3/HCN2/CNGA3/CNGB1/CNGA2
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	187	-0.658202838507508	-1.4101289038792	0.001	0.212269938650307	0.210526315789474	1960	tags=22%, list=10%, signal=20%	SERPINC1/LCN1/SERPINA10/SERPINB10/WFDC10A/KNG1/LPA/CST4/OPRPN/EPPIN/WFDC11/AVP/SERPIND1/HRG/CST11/SPINK7/WFDC8/SERPINB3/A2ML1/SERPINA11/SPP2/TFAP2B/SERPINB4/WFIKKN2/CST5/SPINK8/SPINK4/SERPINB5/ITIH6/CST8/CARD18/AHSG/SPINT3/SMR3A/CST9/CSTL1/SERPINB13/SERPINB12/SMR3B/BIRC8/WFDC9/CST9L
GO_ANION_CHANNEL_ACTIVITY	GO_ANION_CHANNEL_ACTIVITY	GO_ANION_CHANNEL_ACTIVITY	85	-0.668211080310627	-1.40786075205346	0.00612244897959184	0.417286432160804	0.41385876752182	2737	tags=31%, list=14%, signal=26%	GABRG1/TTYH1/GABRB1/CLCA2/GLRA1/CLCN1/NMUR2/FXYD3/CLCNKB/GABRG3/CFTR/CLCNKA/SLC26A7/GABRA3/GABRA4/BEST2/GABRA2/GABRG2/GABRA1/CLDN17/GABRR3/GLRA3/CLCA1/GABRA6/BSND/CCT8L2
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	95	-0.664066329341398	-1.40349818081389	0.00405268490374873	0.417286432160804	0.41385876752182	2982	tags=33%, list=15%, signal=28%	SPINT4/SPINK6/SERPINA3/SERPINA5/SERPINA12/PCSK1N/SERPINA7/SERPINB11/SERPINC1/SERPINA10/SERPINB10/WFDC10A/EPPIN/WFDC11/SERPIND1/HRG/SPINK7/WFDC8/SERPINB3/A2ML1/SERPINA11/SERPINB4/WFIKKN2/SPINK8/SPINK4/SERPINB5/ITIH6/SPINT3/SERPINB13/SERPINB12/WFDC9
GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	25	-0.723394895167207	-1.39928465956133	0.0455075845974329	0.828717066879568	0.821909838158622	2451	tags=48%, list=13%, signal=42%	FGF10/FGF22/FGF17/FGF16/FGF8/FGF21/FGF23/FGF3/FGF19/FGF9/FGF6/FGF4
GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	31	-0.71318243975497	-1.39822192727111	0.0320733104238259	0.679430535100638	0.67384957238457	2877	tags=26%, list=15%, signal=22%	ATP2A1/ATP6V1C2/ATP6V0D2/ATP2C2/ATP4B/ATP4A/ATP6V0A4/ATP6V1G3
GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	13	-0.794406630643733	-1.39813406801507	0.0498721227621483	0.859591008957242	0.852530176209495	2737	tags=69%, list=14%, signal=60%	GABRG1/GABRB1/GABRG3/GABRA3/GABRA4/GABRA2/GABRG2/GABRA1/GABRA6
GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	17	-0.762494442576034	-1.39742957464417	0.0602706027060271	0.894375612799715	0.887029053157003	2877	tags=41%, list=15%, signal=35%	ATP2A1/ATP6V1C2/ATP6V0D2/ATP2C2/ATP4B/ATP4A/ATP6V1G3
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_CHLORIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	100	-0.657180801372697	-1.38962133100122	0.00606673407482305	0.417286432160804	0.41385876752182	2583	tags=29%, list=13%, signal=25%	TTYH1/GABRB1/CLCA2/GLRA1/CLCN1/NMUR2/FXYD3/SLC4A1/SLC12A3/CLCNKB/GABRG3/CFTR/CLCNKA/SLC26A7/SLC6A4/GABRA3/GABRA4/SLC26A3/BEST2/GABRA2/GABRG2/GABRA1/CLDN17/GABRR3/GLRA3/CLCA1/GABRA6/BSND/SLC6A2
GO_PROTEIN_MEMBRANE_ADAPTOR_ACTIVITY	GO_PROTEIN_MEMBRANE_ADAPTOR_ACTIVITY	GO_PROTEIN_MEMBRANE_ADAPTOR_ACTIVITY	20	-0.733390129507231	-1.38433338506453	0.067065868263473	0.894375612799715	0.887029053157003	2217	tags=25%, list=11%, signal=22%	RAPSN/SPTBN4/SLC4A1/SUN3/SUN5
GO_GABA_RECEPTOR_ACTIVITY	GO_GABA_RECEPTOR_ACTIVITY	GO_GABA_RECEPTOR_ACTIVITY	22	-0.730821951476836	-1.38252361421613	0.0553549939831528	0.894375612799715	0.887029053157003	1752	tags=45%, list=9%, signal=41%	GABRG1/GABRB1/GABRG3/GABRA3/GABRA4/GABRA2/GABRG2/GABRA1/GABRR3/GABRA6
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	60	-0.666043096417765	-1.37957004002224	0.0210748155953635	0.523053665910809	0.518757210486534	2504	tags=37%, list=13%, signal=32%	GABRB1/CHRNG/GLRA1/GRIK1/GRIK5/GABRG3/GABRA3/GABRA4/GABRA2/GABRG2/GABRA1/GRID2/CHRNA9/GRIN1/GLRA3/HTR3D/CHRNB3/HTR3C/GRIA2/HTR3E/GABRA6/HTR3B
GO_SODIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_SODIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_SODIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	12	-0.792113940768033	-1.37014017707956	0.0711462450592885	0.923122529644269	0.915539837736634	1667	tags=58%, list=9%, signal=53%	FXYD2/ATP1A3/ATP12A/ATP1A4/ATP4B/ATP4A/ABCB11
GO_E_BOX_BINDING	GO_E_BOX_BINDING	GO_E_BOX_BINDING	50	-0.669656384619296	-1.36877092520374	0.0300429184549356	0.677924986004852	0.67235639013563	2314	tags=22%, list=12%, signal=19%	SCX/NEUROG2/MYF6/SCRT2/ASCL1/MYOG/NEUROD2/HES3/NEUROD1/MYF5/NEUROG1
GO_CYCLOSPORIN_A_BINDING	GO_CYCLOSPORIN_A_BINDING	GO_CYCLOSPORIN_A_BINDING	19	-0.725700597695473	-1.35854817986956	0.0925480769230769	1	0.99178582293885	2083	tags=32%, list=11%, signal=28%	PPIAL4F/PPIAL4A/PPIAL4C/PPIAL4G/PPIAL4D/PPIAL4E
GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY	223	-0.632290040455834	-1.35564941569776	0.001998001998002	0.345654345654346	0.342815079657185	1960	tags=20%, list=10%, signal=18%	SERPINC1/LCN1/SERPINA10/SERPINB10/WFDC10A/KNG1/LPA/CST4/R3HDML/OPRPN/EPPIN/WFDC11/AVP/SERPIND1/HRG/CST11/SPINK7/WFDC8/SERPINB3/A2ML1/SERPINA11/SPP2/TFAP2B/SERPINB4/WFIKKN2/CST5/SPINK8/SPINK4/SERPINB5/ITIH6/CST8/CARD18/AHSG/SPINT3/SMR3A/CST9/CSTL1/SERPINB13/UMODL1/SERPINB12/SMR3B/BIRC8/WFDC9/CST9L
GO_RETINOL_BINDING	GO_RETINOL_BINDING	GO_RETINOL_BINDING	16	-0.74215199870368	-1.34642096730801	0.0971357409713574	1	0.99178582293885	3152	tags=50%, list=16%, signal=42%	CRABP2/CYP27C1/CRABP1/C8G/RLBP1/ADH4/RBP3/ADH7
GO_PHOSPHOLIPASE_A2_ACTIVITY	GO_PHOSPHOLIPASE_A2_ACTIVITY	GO_PHOSPHOLIPASE_A2_ACTIVITY	27	-0.691525284205761	-1.34554128815901	0.06720741599073	0.894375612799715	0.887029053157003	2118	tags=26%, list=11%, signal=23%	PLA2G4E/PLA2G2C/PLA2G2F/PLA2G2E/PLA2G4F/PLA2G3/OC90
GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	GO_FERRIC_IRON_BINDING	10	-0.784269712029159	-1.34504674215375	0.105333333333333	1	0.99178582293885	800	tags=30%, list=4%, signal=29%	FTMT/TH/FTHL17
GO_RECEPTOR_ANTAGONIST_ACTIVITY	GO_RECEPTOR_ANTAGONIST_ACTIVITY	GO_RECEPTOR_ANTAGONIST_ACTIVITY	30	-0.683487454257418	-1.34216102306848	0.0602272727272727	0.894375612799715	0.887029053157003	2960	tags=53%, list=15%, signal=45%	MTRNR2L1/MTRNR2L12/MTRNR2L8/DKKL1/DKK4/IL36RN/MTRNR2L5/MTRNR2L3/MTRNR2L11/MTRNR2L6/MTRNR2L10/MTRNR2L13/WFIKKN2/MTRNR2L7/ADH7/SPINT3
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	74	-0.63904754331625	-1.33759887556005	0.0320579110651499	0.679430535100638	0.67384957238457	2504	tags=38%, list=13%, signal=33%	P2RX3/CHRNA4/GABRG1/GABRB1/CHRNG/P2RX6/GLRA1/ZACN/GRIK1/GRIK5/GABRG3/GABRA3/GABRA4/GABRA2/GABRG2/GABRA1/GRID2/CHRNA9/GRIN1/GABRR3/GLRA3/HTR3D/CHRNB3/HTR3C/GRIA2/HTR3E/GABRA6/HTR3B
GO_RECEPTOR_INHIBITOR_ACTIVITY	GO_RECEPTOR_INHIBITOR_ACTIVITY	GO_RECEPTOR_INHIBITOR_ACTIVITY	38	-0.67056610931904	-1.33690422856112	0.0614525139664804	0.894375612799715	0.887029053157003	2029	tags=50%, list=10%, signal=45%	MTRNR2L1/MTRNR2L12/MTRNR2L8/DKKL1/LY6G6D/DKK4/IL36RN/LYPD6/MTRNR2L5/MTRNR2L3/MTRNR2L11/MTRNR2L6/MTRNR2L10/PCSK9/MTRNR2L13/WFIKKN2/MTRNR2L7/ADH7/SPINT3
GO_SEQUENCE_SPECIFIC_MRNA_BINDING	GO_SEQUENCE_SPECIFIC_MRNA_BINDING	GO_SEQUENCE_SPECIFIC_MRNA_BINDING	11	-0.771598416714989	-1.3360080909483	0.112433862433862	1	0.99178582293885	341	tags=18%, list=2%, signal=18%	LARP6/LIN28A
GO_RNA_POLYMERASE_II_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	GO_RNA_POLYMERASE_II_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	GO_RNA_POLYMERASE_II_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	13	-0.757345628810569	-1.33290771257072	0.0997442455242967	1	0.99178582293885	1175	tags=31%, list=6%, signal=29%	VAX2/GSX1/VAX1/NOTO
GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	16	-0.733663394000049	-1.33102083987304	0.105853051058531	1	0.99178582293885	2118	tags=38%, list=11%, signal=33%	PLA2G4E/PLA2G2C/PLA2G2F/PLA2G2E/PLA2G4F/PLA2G3
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	109	-0.622727880094396	-1.32111350973784	0.0151209677419355	0.490486391129032	0.486457449066214	2255	tags=34%, list=12%, signal=30%	DRD3/GLRA1/ZACN/GRIK1/GRIK5/OR6T1/HRH3/GABRG3/OR5T2/GRM1/GABRA3/OR10J5/CHRM2/HTR2C/ADRB1/OR10H1/GABRA4/CHRM1/GABRA2/OR10H4/GABRG2/DRD2/GABRA1/GRID2/CHRNA9/GRIN1/GABRR3/GLRA3/HTR3D/CHRNB3/HTR3C/GRIA2/HTR3E/OR10H5/GABRA6/HTR1E/HTR3B
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	142	-0.619362534579819	-1.31605140059742	0.0100502512562814	0.417286432160804	0.41385876752182	2737	tags=26%, list=14%, signal=23%	GABRG1/SLC4A11/SLC22A8/TTYH1/GABRB1/CLCA2/GLRA1/CLCN1/SLC4A5/NMUR2/FXYD3/SLC4A1/SLC12A3/CLCNKB/GABRG3/CFTR/CLCNKA/SLC26A7/SLC6A4/GABRA3/SLC5A5/GABRA4/SLC26A3/BEST2/GABRA2/GABRG2/GABRA1/CLDN17/SLC4A9/GABRR3/GLRA3/AQP6/CLCA1/GABRA6/BSND/CCT8L2/SLC6A2
GO_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	GO_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	GO_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	20	-0.69715395324135	-1.31593466174704	0.118562874251497	1	0.99178582293885	921	tags=25%, list=5%, signal=24%	PLA2G4E/PLA2G2F/PLA2G2E/PLA2G4F/PLA2G3
GO_STEROID_HYDROXYLASE_ACTIVITY	GO_STEROID_HYDROXYLASE_ACTIVITY	GO_STEROID_HYDROXYLASE_ACTIVITY	36	-0.656277190645582	-1.30860099886753	0.0946547884187082	1	0.99178582293885	2530	tags=33%, list=13%, signal=29%	CYP3A4/CYP2E1/CYP2A7/CYP17A1/CYP7A1/CYP1A1/CYP2B6/CYP11A1/CYP11B2/CYP2F1/CYP2A13/CYP1A2
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	17	-0.713493329307281	-1.30762484814557	0.126691266912669	1	0.99178582293885	1445	tags=29%, list=7%, signal=27%	TGM4/TGM5/GGT6/TGM6/TGM7
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	50	-0.638983840648022	-1.30607655335245	0.0643776824034335	0.894375612799715	0.887029053157003	3353	tags=48%, list=17%, signal=40%	GRIN2C/GABRA5/CHRNA10/CHRNA3/CHRNA4/GABRG1/GABRB1/CHRNG/GLRA1/GRIK1/GRIK5/GABRG3/GABRA3/ADRB1/GABRA4/CHRM1/GABRA2/GABRG2/GABRA1/GRID2/CHRNA9/GRIN1/CHRNB3/GABRA6
GO_SYNTAXIN_BINDING	GO_SYNTAXIN_BINDING	GO_SYNTAXIN_BINDING	77	-0.622250270023061	-1.302815388081	0.0505154639175258	0.859591008957242	0.852530176209495	2031	tags=16%, list=10%, signal=14%	CPLX2/SYT7/SYT5/SLC6A4/SYT8/CPLX4/SYT4/CPLX3/SYT10/UNC13C/SYNPR/STXBP5L
GO_LIGAND_GATED_SODIUM_CHANNEL_ACTIVITY	GO_LIGAND_GATED_SODIUM_CHANNEL_ACTIVITY	GO_LIGAND_GATED_SODIUM_CHANNEL_ACTIVITY	11	-0.751539256873469	-1.30127603439486	0.154761904761905	1	0.99178582293885	3828	tags=64%, list=20%, signal=51%	SCNN1D/SCNN1B/SCNN1A/ASIC3/ASIC1/ASIC4/ASIC5
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	33	-0.655930544334976	-1.29491006690195	0.1	1	0.99178582293885	2952	tags=30%, list=15%, signal=26%	ATP2B2/ATP2A1/ATP6V1C2/ATP6V0D2/ATP2C2/ATP1A4/ATP4B/ATP4A/ABCB11/ATP6V1G3
