	mean_treat	mean_ctrl	FoldChange	log2FoldChange	pvalue	padj
FOXN3	2.03868239836585	1.88505764750095	1.08149604924208	0.11302839507403	4.35321116056145e-13	4.93296596477543e-12
SAP30BP	1.97859338533056	2.00716535846022	0.985765012828048	-0.0206843176875244	0.0084197242787093	0.0167810379013329
NR4A3	1.38895556361857	1.1982029388539	1.15919892914561	0.213128167263318	2.89342118107104e-05	9.30773525331859e-05
WSCD1	1.5655889735501	1.55974440196759	1.003747134194	0.00539586869898981	0.870960537281337	0.900030947174197
SLC28A3	0.121530124032036	0.125082695983602	0.971598214096442	-0.0415682567420882	0.811423547396757	0.85294433263078
THAP6	1.443104982759	1.39345684130685	1.03562947913448	0.0505079371677951	0.00165545659603328	0.00382779027815199
SCN1A	0.131793918062525	0.110274246507992	1.19514684739173	0.257187892672913	0.152973127689705	0.213524079918983
FAM69B	1.4392360862184	1.51612442729664	0.94928625929777	-0.075084894263942	0.0157493088792861	0.0293838695698342
AVL9	1.65657374200343	1.52771800755301	1.08434523505867	0.116824156701748	2.86701907698285e-14	4.01505983426072e-13
NDRG3	2.32578291475418	2.28704667342869	1.01693723253466	0.0242306358271586	8.96235182105789e-06	3.12839880557493e-05
UGT1A4	0.0628252125234452	0.0559721466604936	1.12243707400611	0.166634566958388	0.696363947635599	0.755672277819102
TMBIM4	2.26552131899861	2.28492152042345	0.991509467064215	-0.0123015473234165	0.0547626817862938	0.0880022827487896
INPP5A	1.98559043064617	1.92990982139047	1.02885140468148	0.0410346312022499	0.00078865655603599	0.00193776813969552
FAM9B	0.0503768531426463	0.040647943071556	1.23934569220302	0.309578656296137	0.325787315647305	0.404588455818813
MPHOSPH6	1.79499550963433	1.78557216474576	1.00527749316136	0.00759379269650863	0.439575805555978	0.519953556390263
OR9I1	0.033745082535878	0.0202900725990139	1.66313266604665	0.733903255223889	0.00747631857034546	0.0150762467251237
RUVBL2	2.35459067053491	2.44549017810927	0.962829739253077	-0.0546473913691765	3.20165982154056e-13	3.72973323038858e-12
HOXC4	1.51023115997346	1.48943006258826	1.01396581008245	0.020009006921046	0.391835671094586	0.472058563795254
GJA5	2.05369366974536	1.91599095580982	1.07187023170334	0.100130253360549	0.000281469776535092	0.00075735809295878
KIF18B	0.695188941745893	0.645606062962561	1.07680051602336	0.106751006428028	0.119400045060861	0.172900398807277
FDX2	0.99502306214358	1.23677428482113	0.804530846376297	-0.313780358760292	1.20793087047012e-26	3.68720898211005e-24
TNFSF9	1.77335097039003	1.67771188862064	1.05700566492857	0.0799831087380617	0.0326232749595108	0.0559944034096822
ABRAXAS2	2.04408684710782	1.95144587335344	1.04747299170291	0.0669130456061454	3.4667497798478e-13	4.00748069225483e-12
FBXO48	1.02633408643667	0.969830474688262	1.05826132836934	0.0816959323556465	0.00256629821693689	0.00569006945478141
AC011448.1	0.509022066595493	0.60407518499851	0.842646874489221	-0.246999922979384	2.17247202265257e-07	9.8312285000094e-07
UBC	3.1525669425149	3.15362945352528	0.999663083115492	-0.00048615021918001	0.874541136678277	0.903110035212328
IL1RAPL1	0.0890664727173647	0.0942813208283344	0.944688427515087	-0.0820895096778042	0.647831567279541	0.713016197091443
WDR83OS	2.50110931101772	2.56986375810092	0.973245878554272	-0.0391237647439357	3.29963002946133e-15	5.57144099010861e-14
ANKRD46	1.76878208931963	1.77118209502542	0.998644969530501	-0.00195622140792801	0.890792230457867	0.915921948117099
ASPN	1.76913570176647	1.54688587165625	1.14367564807626	0.193677954860397	3.28171564391352e-07	1.44493118817883e-06
DMBT1	0.133549590600887	0.0989498173879105	1.3496699046683	0.432606603476191	0.000467122394050368	0.00120391861347863
HNF4A	2.03485341903911	1.80463497008151	1.12757064601669	0.173217825910839	6.58767317079116e-05	0.000199313586905027
STEAP1	1.29637991896255	1.21467853315052	1.06726173516883	0.0939140259510246	0.0735111595303605	0.113923053513019
YPEL1	0.915877049341437	0.800868844411597	1.14360429392697	0.193587942024218	6.04967249680485e-10	4.05999319469528e-09
NARS	2.6247701013223	2.61133473268991	1.00514501969595	0.00740366469042001	0.141041472299873	0.199434438538674
SLC26A9	0.884378618431005	0.907010464024009	0.975047867151833	-0.0364550493508068	0.680624196760668	0.742291872266868
CITED1	0.151564786495558	0.213993832454955	0.708267078339567	-0.497634610371894	6.57283633734022e-07	2.7650071207209e-06
SLC17A4	1.87790995279546	1.65451694110327	1.1350200811744	0.182717822409972	0.0016624189355961	0.00384116100837438
COQ7	1.92821861586425	1.91610940446795	1.00631968684464	0.00908869218034168	0.259811931006337	0.334874043949317
TNNT3	0.379402547140858	0.338240936142315	1.12169316779925	0.165678089642734	0.31072352517998	0.389445999096432
PTGS1	2.06559730333511	1.84204066383003	1.12136357459137	0.165254112414738	4.8751992634675e-07	2.08863800024344e-06
FGF9	0.115682490682446	0.325159642087428	0.355771367995728	-1.4909776857795	5.550507380137e-06	2.00619263974758e-05
HSH2D	0.885361798456448	0.841119388196421	1.052599441745	0.0739565347980325	0.219163985881602	0.289492064109735
TPX2	1.63429478573916	1.53072433414202	1.06766107344547	0.0944537394767112	0.000973692487142172	0.00234898202380952
HIST3H3	0.0864096375469187	0.0799254761799243	1.08112759131266	0.112536795497728	0.550432369761904	0.62544330690796
MBD3	1.95073941767643	2.02219837511887	0.96466273619756	-0.051903457026889	2.88712772573688e-05	9.29054970350776e-05
ATP10A	1.07341558258552	0.870944491326083	1.23247301438368	0.301556058415721	3.2355838377366e-10	2.26722976520883e-09
NOP56	2.2313972599955	2.21967871261178	1.00527938900218	0.00759651345528234	0.300230035767748	0.378406063145725
FAM221B	0.0557856770835375	0.102161607906308	0.54605324080939	-0.872886472483966	0.000385861111256189	0.00101129362349087
NUDT16	2.06201117385319	2.04323319906918	1.00919032384192	0.0131982788741354	0.257355221474783	0.332167785856988
PSAP	3.37898266297548	3.31462382559883	1.0194166339117	0.0277437991310241	2.38220297606306e-15	4.10987718142967e-14
ISY1	1.65184322644982	1.70387241560675	0.969464151963282	-0.0447405423427882	8.19435446858211e-05	0.000243623358542414
PELP1	2.03773776352849	2.10173539952482	0.969550098451593	-0.0446126479010409	3.48731199472743e-06	1.30513653503822e-05
TSPAN33	2.41968332348823	2.42646560167291	0.99720487354941	-0.00403816128740696	0.754822126379927	0.804923857039206
ARHGAP32	1.6195380243893	1.51196117398941	1.0711505376266	0.099161248179311	1.05516899257505e-05	3.63879637051123e-05
PGLYRP3	0.00862064893308191	0.0130384677883354	0.661170397705336	-0.596905961968795	0.108896796774876	0.159943449499585
NMBR	0.105903945718046	0.0912590332867378	1.16047630468858	0.214717065157814	0.106608958326475	0.15706731597783
FCER1G	2.71768863399138	2.61313113395625	1.04001234330588	0.0566006509822338	1.2746553741043e-06	5.12590930187354e-06
TINCR	0.161531273030338	0.187455981356902	0.861702421342291	-0.21473835709813	0.10175181408162	0.150737235548753
RAD54B	0.621022566948006	0.564323369082262	1.10047288659683	0.138123600609604	0.0236616118421262	0.0422341935996141
PPP1R18	2.40722581075717	2.31020018775049	1.04199879452921	0.0593536085878822	9.56379415283361e-07	3.91530349056491e-06
CNIH3	0.771051242499329	0.811345995317225	0.950335919508494	-0.0734905353944287	0.0490602845785936	0.0800101610758331
KCNQ2	0.00766545732209337	0.0120367203882152	0.636839361126837	-0.650998587605727	0.148665771013201	0.208360320145914
FAM219B	1.66657297046045	1.5886467473969	1.04905195141162	0.0690861251869023	6.90690771657752e-05	0.000208262616377618
JADE3	1.59027265036722	1.50632397377061	1.05573082421737	0.0782420429642155	1.21275331633818e-05	4.14854645210693e-05
CTTNBP2	1.64764113263825	1.54762010327492	1.06462892873495	0.0903506736824577	0.00265263009582514	0.00586285570223327
OR5K2	0.135776419904105	0.113479221770354	1.19648705539128	0.258804788665946	0.013307146385983	0.0252494572451986
SLC19A3	0.868824911531349	0.801077909679146	1.08456980405231	0.117122909367279	0.0712690675896106	0.110888221123816
SPRR4	0.00341528106664204	0.0112970486610733	0.302316221617264	-1.7258697020319	0.230381397143819	0.302387192596188
OR2T10	0.743871055435406	0.598858969010866	1.24214730667565	0.312836273404312	0.00487972625345409	0.010253881046303
MRPL18	2.50414284604228	2.54720186651273	0.983095560255144	-0.0245964366068123	1.33740275862633e-05	4.54391309435198e-05
KRTAP16-1	0.0377610336595877	0.0518303013830237	0.728551304005262	-0.456897525579272	0.0358923547331813	0.0608578137274619
AP4S1	1.13806830959603	1.13626433853164	1.00158763326738	0.00228865435005285	0.928853694552807	0.945680256924171
DPYD	1.94503599457361	1.73050435006481	1.12397058955718	0.168604285687732	2.91801660814413e-18	9.40699215457159e-17
AL049634.2	0.0544682290394732	0.0306831621067521	1.7751830417598	0.827967790715442	4.19892088068296e-07	1.81603095694094e-06
NGEF	1.32144471135576	1.20166059100584	1.09968215754638	0.137086600120088	0.0125993508065582	0.0240771708262663
OPHN1	1.05045886741205	0.898381677463571	1.16927904226391	0.225619262504789	3.7114397817379e-11	3.03907743774932e-10
ARID4B	1.79196232536961	1.65099538456311	1.08538300114255	0.118204219026605	3.89292582901499e-18	1.21489135775778e-16
LIMA1	2.35484992900596	2.31310676763915	1.0180463616945	0.0258032630479191	0.0127674073317123	0.0243697185766812
ENOX2	1.54578268913439	1.42874187127639	1.08191879877745	0.113592224675675	1.25144369275944e-11	1.11178735705995e-10
PRSS51	0.533960416315619	0.491328985085706	1.08676758856894	0.120043444809329	0.167917140301967	0.230918573345011
TMPRSS11E	0.0254938952560423	0.141709057417185	0.17990307550342	-2.47470824473151	7.46758892072045e-05	0.00022361559956345
RTL3	0.0549347866182387	0.0571862398330969	0.960629458739913	-0.0579480438320007	0.827638024410859	0.866306067557359
NCK2	2.50003329598553	2.44607675744403	1.02205839958918	0.0314776330569292	0.000239360441841328	0.000653732083295425
ADAD1	0.00729719499771717	0.0165567683607058	0.440737880650406	-1.18200719582619	0.123912412693112	0.178534766160679
MELK	1.05090725935569	0.942897048615095	1.11455143581077	0.156463197554872	0.000299367523482385	0.000801705817512251
SNRK	2.32894466106114	2.22997246073841	1.0443827007128	0.0626504659781031	3.36080503597694e-07	1.47742320393442e-06
HES5	0.364097404719833	0.380513019708041	0.956859255431513	-0.0636213607964307	0.578624110487521	0.65036537727888
KIF23	0.862921157482363	0.782602092505818	1.10263078229113	0.140949783014415	0.00274299561930112	0.0060461652283275
ASNS	1.7699744488934	1.83078568364741	0.966784077843098	-0.048734381616259	0.00635573545834147	0.0130234579310005
B3GNT6	0.0182757096050078	0.0260423693515007	0.701768312949398	-0.510933287903668	0.109402347284601	0.160553204368386
TIMP3	1.64388517074961	1.37410951280008	1.19632762559062	0.258612539274501	1.11320285813081e-09	7.18451636486406e-09
HOXD4	1.15502799006248	1.1174933715112	1.03358822477893	0.047661539241019	0.307295472273064	0.385892160848915
PNPLA7	1.08871276330681	1.12874169372784	0.964536677750581	-0.052091995231143	0.295664154655158	0.373639622572169
EIF4E1B	0.00406542130469979	0.0115507335115771	0.351962176308984	-1.50650769722773	0.00058046834203735	0.00146587765383165
OR51E2	0.984262756301306	0.863049192601227	1.1404480355688	0.189600711853779	0.0016914700313096	0.00390044364160345
SPOCK2	2.36692163169708	2.310822316979	1.02427677554691	0.0346056067004074	0.0316452605416733	0.0544688819332273
INPPL1	2.35805259588002	2.33879150407156	1.0082354890442	0.0118326420099739	0.0955937296907312	0.142842213801295
SLC4A1AP	1.96921790335068	1.89574860401333	1.0387547690563	0.0548551006086992	4.95687003182722e-11	3.97852970179855e-10
CTDSPL	2.13113098133152	2.12144516943468	1.00456566685597	0.00657187382827168	0.585093620321902	0.656433190356358
PCED1B	1.64360671034733	1.55181261629509	1.059152821087	0.0829107652678303	0.000818741114817634	0.00200513055272374
POU3F1	0.275865012440311	0.251164412800804	1.09834434490167	0.135330428477628	0.216228703038444	0.28600162102634
TTLL12	2.02789502868318	1.97923307695354	1.02458626641615	0.0350414591088026	0.00227564510918669	0.00510471958354244
HLA-DOB	1.35534303888604	1.18840647391613	1.1404709319866	0.18962967609923	0.000208694415336732	0.000576996051233852
MED8	2.1777907262118	2.17047922283106	1.00336861247223	0.00485171331757573	0.409978937675635	0.490348262913628
OR2T5	0.0286881988510158	0.0144547128238459	1.98469517870247	0.988917446691468	0.003921126132567	0.00840222881713601
OR6C1	0.00121612340623007	0.00214868299123343	0.565985494924948	-0.821163014741855	0.287616161730749	0.364861645167008
GGCT	2.09806425445993	2.1227956068012	0.988349630900861	-0.0169066061765276	0.0337156487715149	0.0576313688336963
KIF26B	0.615579954714428	0.546092541227502	1.12724475842635	0.172800801605604	0.0256963312851692	0.0453973166926267
HOXB8	1.22730853162913	1.47715425556752	0.830860099412981	-0.267322519064541	2.17572790293891e-07	9.83912507217929e-07
CYREN	2.18918055916914	2.09443818622022	1.04523522039096	0.0638276438418338	2.66657526222692e-13	3.15722511047667e-12
KATNAL2	0.881623643101425	0.978632657607816	0.900872902868864	-0.150604513082486	0.00189251814741642	0.00431767307344706
VGLL4	1.90375181319216	1.7271568070574	1.10224607598637	0.140446340945418	9.28196326459742e-15	1.43345797895e-13
TCF20	1.96805361960724	1.85528021219381	1.06078510764694	0.0851324267219558	4.57297878703137e-12	4.33257582848908e-11
FBP2	0.0717124006001151	0.0706369263097247	1.01522538347259	0.0218000461515925	0.91494186068044	0.934653011412523
DCX	0.0733232607210884	0.0627294200692073	1.16888153342073	0.225128719598328	0.284976503655165	0.362030236403128
AGBL4	0.161562835449536	0.159189729951378	1.01490740325323	0.0213481067589405	0.824521153030371	0.863645126030847
RBM8A	2.35461916146219	2.30526858836887	1.02140773241882	0.0305588859174839	2.22788122839033e-06	8.62371461815604e-06
HNRNPA3	2.63629900048131	2.57667848650514	1.02313851506442	0.0330014739872865	5.23527343637458e-10	3.55619964718407e-09
IL6	1.03480540561536	0.888994491605035	1.16401779244669	0.219113110547253	0.0161447820197291	0.0300327996131621
MFF	2.1672343979552	2.17061694050232	0.998441667673366	-0.00224995186172196	0.717279461945954	0.773075778912951
GINS3	0.970787718118061	0.888811136647951	1.09223172177981	0.127278962849404	3.97235173536746e-07	1.72453030004752e-06
HRC	1.46467136697465	1.45138182764553	1.00915647355919	0.0131498871556316	0.728932810232048	0.782570279754536
MAGEB3	0.00137371987370374	0.00866874681090278	0.158468104291153	-2.6577356041226	0.0678166392639203	0.10611660910372
DYRK2	1.85322380967542	1.67821224880262	1.10428452122053	0.143111933410616	1.35473009220422e-21	8.98803734226163e-20
RNF151	0.04072937654777	0.0449280839065212	0.906546039944921	-0.141547804191459	0.430788703494345	0.511200152552119
PPIC	2.2823636000288	2.2931582544036	0.995292669245973	-0.00680727738761663	0.551519732201633	0.626350975949954
ATP2B2	0.928889897629265	1.07173330414296	0.866717395119185	-0.20636643491541	0.0039847485697793	0.00851986954790505
RAB4B-EGLN2	0.021389579825967	0.0178662676659234	1.19720471146661	0.259669861526445	0.0496336146100556	0.0808372067546517
MPPED2	0.543204935209476	0.586611335513567	0.926004838849407	-0.110908362561891	0.176012320325707	0.240191163026195
VAMP7	2.39744248399851	2.32421981626274	1.03150419216953	0.0447496845398608	2.25607778056561e-11	1.91090021790187e-10
MOGAT3	0.968046979528523	1.00885526672694	0.959549909145229	-0.0595702475039987	0.460295830054304	0.539958424324065
DEF6	1.83701505545496	1.71906232222934	1.06861457650508	0.0957416015809901	0.000188458193493993	0.00052555398280732
ATP6AP1	2.63410977747982	2.66283133328392	0.989213903469929	-0.0156455778382862	0.000282444781204279	0.000759719295829106
SLC37A1	1.61417797344614	1.54812077061859	1.04266928270793	0.0602816316284191	0.00163554429972692	0.00378622981863551
SPR	2.5155477875484	2.58139073693467	0.974493226289152	-0.0372759375550567	8.22438174848832e-07	3.40550067482976e-06
CATSPER1	0.346541701915663	0.376853305572862	0.919566570840816	-0.120974074414988	0.107989738358187	0.158814177097677
SHCBP1L	0.00758996701069263	0.0221654167328327	0.342423835390829	-1.54614496673677	0.0261267062560284	0.046060083902829
KLHL17	1.15961386414153	1.2191096836565	0.951197320214436	-0.0721834442684596	0.0583046637941151	0.0930360133857577
SGSM3	2.06773489869272	2.12487973942557	0.973106788270145	-0.0393299605345632	0.000124410779756408	0.000358743762851835
CLCN2	1.20716489864806	1.26841981836797	0.951707692648064	-0.0714095624491566	0.00388510861062846	0.00832961828547383
GLO1	2.66787117410735	2.66239280790807	1.00205768517065	0.00296556214008051	0.566563057044018	0.639383968714225
ZSCAN1	0.247087420661571	0.290127318897367	0.851651687268302	-0.231664584384624	0.0207990778499461	0.0376489363825585
WDR33	1.78977111082177	1.73002730623902	1.034533446014	0.0489802876517988	6.70289661120416e-07	2.81729320560423e-06
LPCAT2	1.67505294427328	1.56625115967221	1.06946637129631	0.0968911185695182	5.89964931241522e-05	0.00018036862123215
CHIC1	1.66457745749699	1.56465368019648	1.06386319130247	0.0893126377567307	7.52375709443182e-08	3.65450319733516e-07
AC010619.1	0.000451505785933782	0.000247322396459366	1.82557581681837	0.868351585659422	0.5745438395789	0.646709405969888
MAPK1IP1L	2.29038570452195	2.26549290746416	1.01098780621902	0.0157655966341688	0.0363975091154468	0.06160984042618
TLL1	1.38136674223904	1.16932395082174	1.18133793570917	0.240421723780009	9.10175107467336e-07	3.73947022071122e-06
CLCA2	0.0360231516268503	0.045238567453426	0.796292934428945	-0.328628838359465	0.214647190211134	0.284236935400578
PRSS12	0.427786295911248	0.421453820073101	1.01502531365607	0.0215157071451222	0.863501078505172	0.894100964669514
RAB40C	2.06160781677823	2.08848060993319	0.987132850059923	-0.0186838367255041	0.154804398130691	0.215664174704499
GGT7	1.9709971290955	2.00204182734249	0.98449348169304	-0.0225464407770474	0.15784610407067	0.219307409794795
FMNL2	2.22906037137618	2.1169461014548	1.05296037997582	0.0744511527095294	6.5433265756764e-10	4.368777443008e-09
PPT2	1.78615883011343	1.77140062176465	1.00833137810129	0.0119698441722108	0.369157100595131	0.449607180692803
ZNF600	1.28411851634838	1.2925112490466	0.993506646302373	-0.00939847612363815	0.6453258042347	0.710618618540618
GABRE	1.34480050851071	1.18982031722333	1.13025512259621	0.176648456323032	0.00205115674092098	0.0046432674496677
DEFB103A	0.000869504683292624	0.00106965619334548	0.812882390343707	-0.298881459858614	0.779316954144149	0.826174083794231
UBE2L6	2.73376120271997	2.72153981220327	1.00449061610707	0.00646408656096389	0.258329852901845	0.333271611060586
ATOX1	2.07649418174203	2.16802783594957	0.957780221872727	-0.0622334506067707	6.98670154263501e-09	3.96433927786574e-08
MRPS18B	2.633257538978	2.64107454822791	0.997040216356195	-0.00427639691635722	0.463915335803041	0.543576440967325
BARX1	0.129444411612922	0.129781087369362	0.997405818033547	-0.00374747638035948	0.990058477766556	0.992598913150336
SLC35A2	2.06481476047972	2.05759814237061	1.00350730201418	0.00505111449955234	0.565538248421471	0.63852252332901
GNAI3	1.70135787508194	1.58656516697221	1.07235297389568	0.100779859033011	1.08152112832471e-14	1.65196221758808e-13
SLC2A9	1.7221113529218	1.50935312399102	1.14095987582296	0.190248057210224	3.27491364624525e-09	1.95893181240194e-08
ITK	1.04908859946613	0.816618773733993	1.28467362398389	0.361401884036404	4.13431200271157e-12	3.95339790920084e-11
CNR1	0.46153366323762	0.38403324484493	1.2018065348066	0.265204671640299	0.0100787838203429	0.0197471788902035
ASB13	2.46399140265996	2.42126023255397	1.01764831781874	0.0252390763467319	0.0171709406051479	0.0317121852582879
IQCH	0.497790258625877	0.460106601457144	1.0819020136842	0.113569842257822	0.0393651391060327	0.0659715091130183
KCNK17	0.38124049681966	0.307241767660933	1.24084853345978	0.311327020897021	0.0501140786549673	0.081490647628054
