	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	12	-0.696712385466837	-1.70156065653003	0.0267857142857143	0.739788429417422	0.734716276442993	4285	tags=67%, list=22%, signal=52%	PIK3C2B/IPMK/PIK3CB/PIK3C2A/PIK3C3/ATM/PIK3CA/PIK3CG
GO_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_BINDING	GO_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_BINDING	GO_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_BINDING	12	-0.672081220349737	-1.64140466912115	0.0401785714285714	0.817948717948718	0.812340680761733	3653	tags=58%, list=19%, signal=47%	IKBKG/TACC1/MED1/PPARGC1A/ASXL2/ASXL3/NR0B2
GO_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	14	-0.651133919019313	-1.63505260468185	0.0309278350515464	0.739788429417422	0.734716276442993	2762	tags=50%, list=14%, signal=43%	XPR1/SLC17A3/ABCG2/SLC22A2/ABCB1/ABCC4/ABCB5
GO_ACYL_COA_DEHYDROGENASE_ACTIVITY	GO_ACYL_COA_DEHYDROGENASE_ACTIVITY	GO_ACYL_COA_DEHYDROGENASE_ACTIVITY	11	-0.688092784482819	-1.62733454399361	0.05	0.841935483870968	0.83616298811545	2423	tags=36%, list=12%, signal=32%	ACADL/ACADM/ACADSB/ACAD11
GO_LIPOPEPTIDE_BINDING	GO_LIPOPEPTIDE_BINDING	GO_LIPOPEPTIDE_BINDING	10	-0.710889187980857	-1.62377103643505	0.0423076923076923	0.817948717948718	0.812340680761733	4407	tags=60%, list=23%, signal=46%	CD1B/TLR2/CD1C/TLR6/CD1E/TLR1
GO_PROTEIN_KINASE_C_BINDING	GO_PROTEIN_KINASE_C_BINDING	GO_PROTEIN_KINASE_C_BINDING	55	-0.449532340021445	-1.62055158706986	0.0357142857142857	0.773011245314452	0.767711309371582	4549	tags=35%, list=23%, signal=27%	PARD6B/TOP2A/TRPV4/DSP/ITGAV/NELL2/ADAM9/CCDC88A/KIAA1614/PLEK/IRS1/TIRAP/AVPR1A/DACT2/HDAC9/PRKCB/PKP2/UGT1A7/AVPR1B
GO_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GO_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GO_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	10	-0.704255272361081	-1.60861823875059	0.05	0.841935483870968	0.83616298811545	4285	tags=70%, list=22%, signal=55%	PIK3C2B/PIK3CB/PIK3C2A/PIK3C3/ATM/PIK3CA/PIK3CG
GO_GLUCURONOSYLTRANSFERASE_ACTIVITY	GO_GLUCURONOSYLTRANSFERASE_ACTIVITY	GO_GLUCURONOSYLTRANSFERASE_ACTIVITY	32	-0.512341570856399	-1.60732087974233	0.0121951219512195	0.592564563428247	0.588501809817325	1022	tags=28%, list=5%, signal=27%	UGT2B11/UGT2A3/UGT3A1/UGT1A7/UGT1A9/UGT1A1/UGT1A6/UGT1A3/UGT1A5
GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	18	-0.582266357798227	-1.60307100040947	0.032051282051282	0.739788429417422	0.734716276442993	7127	tags=83%, list=37%, signal=53%	PTEN/MTMR4/FIG4/MTMR3/MTMR2/INPP5F/SACM1L/MTMR1/MTMR10/MTMR12/MTMR6/MTMR9/SYNJ1/MTM1/MTMR8
GO_SUMO_TRANSFERASE_ACTIVITY	GO_SUMO_TRANSFERASE_ACTIVITY	GO_SUMO_TRANSFERASE_ACTIVITY	19	-0.569345881829037	-1.56844174660511	0.041958041958042	0.817948717948718	0.812340680761733	4928	tags=42%, list=25%, signal=31%	HDAC4/ZNF451/TOPORS/RANBP2/EGR2/PIAS1/KIAA1586/RNF212B
GO_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	GO_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	GO_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	10	-0.684796162995222	-1.56417089207923	0.0653846153846154	0.860211387657688	0.854313588266609	1025	tags=30%, list=5%, signal=28%	TRPC3/TRPC7/TRPC5
GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	21	-0.549099753267192	-1.54011677008801	0.0551181102362205	0.858855329650958	0.852966827693278	6068	tags=71%, list=31%, signal=49%	PRPF8/WDR81/ZBTB1/OTUD7B/RNF168/TNFAIP3/TAB2/SPRTN/IKBKG/MINDY2/OTUD7A/ATRIP/ZRANB3/ZRANB1/RNF169
GO_DIACYLGLYCEROL_KINASE_ACTIVITY	GO_DIACYLGLYCEROL_KINASE_ACTIVITY	GO_DIACYLGLYCEROL_KINASE_ACTIVITY	11	-0.644887975534936	-1.52515547795329	0.075	0.892307692307692	0.886189833558255	3102	tags=45%, list=16%, signal=38%	DGKH/DGKE/DGKB/DGKI/DGKK
GO_TOLL_LIKE_RECEPTOR_BINDING	GO_TOLL_LIKE_RECEPTOR_BINDING	GO_TOLL_LIKE_RECEPTOR_BINDING	12	-0.618835321735454	-1.5113637396163	0.0758928571428571	0.892307692307692	0.886189833558255	5675	tags=58%, list=29%, signal=41%	CD36/S100A9/SYK/TLR2/TIRAP/TLR6/TLR1
GO_THYROID_HORMONE_RECEPTOR_BINDING	GO_THYROID_HORMONE_RECEPTOR_BINDING	GO_THYROID_HORMONE_RECEPTOR_BINDING	30	-0.500007262202835	-1.51127119264769	0.0470588235294118	0.841935483870968	0.83616298811545	5396	tags=40%, list=28%, signal=29%	NCOA6/NCOR1/GTF2H1/NCOA3/TRIP12/MED17/NSD1/TACC1/JMJD1C/MED13/MED1/NR0B2
GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	23	-0.524690097510476	-1.50211932825659	0.064	0.860211387657688	0.854313588266609	7127	tags=70%, list=37%, signal=44%	PTEN/MTMR4/INPP5B/FIG4/MTMR3/MTMR2/PIP4P2/MTMR1/OCRL/INPP4A/INPP4B/MTMR6/PIKFYVE/SYNJ1/MTM1/MTMR8
GO_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GO_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GO_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	12	-0.611160298268106	-1.49261925015063	0.0758928571428571	0.892307692307692	0.886189833558255	6093	tags=67%, list=31%, signal=46%	DESI2/STAMBP/TNFAIP3/OTUD4/CYLD/BRCC3/YOD1/STAMBPL1
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	51	-0.431892219267793	-1.49054827370251	0.0294117647058824	0.739788429417422	0.734716276442993	6668	tags=59%, list=34%, signal=39%	RAD23B/ZFAND6/UBQLN4/RAD18/PRPF8/EPS15/WDR81/UBQLN2/ZBTB1/UBQLN1/OTUD7B/RNF168/MINDY1/TNFAIP3/ABRAXAS2/TAB2/SPRTN/IKBKG/BRCC3/DZIP3/MINDY2/OTUD7A/AGL/ATRIP/ZRANB3/TNIP3/ZRANB1/ABRAXAS1/RNF169/UBQLN3
GO_RETINOIC_ACID_RECEPTOR_BINDING	GO_RETINOIC_ACID_RECEPTOR_BINDING	GO_RETINOIC_ACID_RECEPTOR_BINDING	27	-0.504543552077699	-1.48389454209101	0.0606060606060606	0.860211387657688	0.854313588266609	3837	tags=37%, list=20%, signal=30%	NCOA1/NSD1/NR1H4/TACC1/RARB/VDR/CNOT1/MED1/NRIP1/NR0B2
GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	34	-0.482512291351181	-1.47459292112322	0.0422535211267606	0.817948717948718	0.812340680761733	3549	tags=35%, list=18%, signal=29%	IL1RAP/TLR2/SARM1/IL1RL1/IL18R1/MAN2A1/CD38/TLR4/TLR10/TLR6/TLR1/IL1RAPL2
GO_RETINOID_X_RECEPTOR_BINDING	GO_RETINOID_X_RECEPTOR_BINDING	GO_RETINOID_X_RECEPTOR_BINDING	18	-0.535530994816586	-1.47440118446342	0.0833333333333333	0.91578947368421	0.909510618651893	5396	tags=56%, list=28%, signal=40%	NCOA6/NR4A2/NCOA1/NSD1/NR1H4/TACC1/RARB/VDR/NRIP1/NR0B2
GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	12	-0.598414695347917	-1.46149103006277	0.0803571428571429	0.905306971904266	0.899099987220914	6440	tags=67%, list=33%, signal=45%	CDK13/CDK8/CDK4/MAPK1/CDK19/CDK6/CDK12/CCNK
GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	GO_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	24	-0.503083442135088	-1.45571129374047	0.0666666666666667	0.860211387657688	0.854313588266609	3191	tags=29%, list=16%, signal=24%	REV1/POLH/TENT4B/POLA1/POLK/REV3L/DNTT
GO_PRE_MRNA_INTRONIC_BINDING	GO_PRE_MRNA_INTRONIC_BINDING	GO_PRE_MRNA_INTRONIC_BINDING	12	-0.594024972491262	-1.45077013595817	0.0803571428571429	0.905306971904266	0.899099987220914	6505	tags=50%, list=33%, signal=33%	ELAVL4/RBM4/PRPF8/EP300/RBM41/RBM7
GO_MISMATCH_REPAIR_COMPLEX_BINDING	GO_MISMATCH_REPAIR_COMPLEX_BINDING	GO_MISMATCH_REPAIR_COMPLEX_BINDING	10	-0.634558633836669	-1.44942129935942	0.0884615384615385	0.924492440604752	0.918153916107764	4176	tags=70%, list=21%, signal=55%	MSH6/MSH2/ATR/MCM8/PMS2/WRN/MCM9
GO_STEROID_HORMONE_RECEPTOR_ACTIVITY	GO_STEROID_HORMONE_RECEPTOR_ACTIVITY	GO_STEROID_HORMONE_RECEPTOR_ACTIVITY	26	-0.49318797856935	-1.44778642587446	0.0560747663551402	0.860211387657688	0.854313588266609	2334	tags=31%, list=12%, signal=27%	NR2E1/ESR1/PPARA/PGR/ABHD2/NR4A3/NR3C2/ESRRG
GO_5_3_EXONUCLEASE_ACTIVITY	GO_5_3_EXONUCLEASE_ACTIVITY	GO_5_3_EXONUCLEASE_ACTIVITY	19	-0.524559115741623	-1.44506255678596	0.0769230769230769	0.892307692307692	0.886189833558255	5437	tags=47%, list=28%, signal=34%	DCP2/MRE11/EXO1/XRN2/DCLRE1B/DCLRE1A/XRN1/PLD4/FAN1
GO_GLUCOCORTICOID_RECEPTOR_BINDING	GO_GLUCOCORTICOID_RECEPTOR_BINDING	GO_GLUCOCORTICOID_RECEPTOR_BINDING	15	-0.559618520876167	-1.43932467126702	0.0967741935483871	0.971464019851117	0.964803447825519	1962	tags=67%, list=10%, signal=60%	SMAD3/STAT3/STAT5B/NR4A1/NR4A2/TACC1/NRIP1/NR4A3/FLT3/GRIP1
GO_GTP_DEPENDENT_PROTEIN_BINDING	GO_GTP_DEPENDENT_PROTEIN_BINDING	GO_GTP_DEPENDENT_PROTEIN_BINDING	23	-0.499260490118388	-1.42931767837817	0.088	0.924492440604752	0.918153916107764	5797	tags=57%, list=30%, signal=40%	GCHFR/MRAS/UNC13B/AP1G1/RAB3D/AP3B1/RAB38/GCH1/RAPGEF5/RAB3C/EEA1/RAB3B/RASGRP4
GO_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	GO_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	GO_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	19	-0.512508657132734	-1.4118657901962	0.0979020979020979	0.973426573426573	0.966752545699914	3403	tags=37%, list=17%, signal=30%	ABHD5/LCLAT1/LPCAT2/AGPAT5/LPCAT3/GPAT3/PNPLA3
GO_PROTEIN_ADP_RIBOSYLASE_ACTIVITY	GO_PROTEIN_ADP_RIBOSYLASE_ACTIVITY	GO_PROTEIN_ADP_RIBOSYLASE_ACTIVITY	16	-0.533601700147243	-1.39989760069781	0.127167630057803	1	0.993143778987699	6596	tags=56%, list=34%, signal=37%	TIPARP/PARP14/PARP1/PARP9/PARP8/PARP4/TNKS2/TNKS/PARP11
GO_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GO_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GO_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	17	-0.527989269827482	-1.39877319005081	0.128048780487805	1	0.993143778987699	7441	tags=82%, list=38%, signal=51%	USP27X/USP19/USP7/DESI2/USP13/MINDY3/OTUD7B/MINDY1/USP15/CYLD/USP9X/YOD1/MINDY2/MINDY4B
GO_MANNOSIDASE_ACTIVITY	GO_MANNOSIDASE_ACTIVITY	GO_MANNOSIDASE_ACTIVITY	15	-0.536210130136587	-1.37911888277134	0.118279569892473	1	0.993143778987699	6010	tags=60%, list=31%, signal=42%	MAN2A2/MAN1C1/MANBA/EDEM1/EDEM3/MAN1A1/MAN1A2/MAN2A1/MANEA
GO_DYNEIN_HEAVY_CHAIN_BINDING	GO_DYNEIN_HEAVY_CHAIN_BINDING	GO_DYNEIN_HEAVY_CHAIN_BINDING	14	-0.547939078802297	-1.37592159129418	0.123711340206186	1	0.993143778987699	2682	tags=36%, list=14%, signal=31%	DYNC1LI2/DNAL1/WDR78/WDR63/TRIM58
GO_CYTOKINE_RECEPTOR_ACTIVITY	GO_CYTOKINE_RECEPTOR_ACTIVITY	GO_CYTOKINE_RECEPTOR_ACTIVITY	97	-0.392635477267143	-1.35756159360029	0.333333333333333	1	0.993143778987699	2471	tags=31%, list=13%, signal=27%	IFNLR1/CCR5/IL18R1/IL7R/LIFR/CMKLR1/CSF2RB/CCR1/ACKR4/IL12B/LEPR/CXCR5/IL2RA/IL9R/CCR3/IL17RD/CCR2/MPL/IL12RB2/GHR/CX3CR1/FLT3/CXCR1/XCR1/CCR4/CCR8/CXCR2/PRLR/CCR6/IL1RAPL2
GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	60	-0.367918177107794	-1.35545165759579	0.05	0.841935483870968	0.83616298811545	4831	tags=47%, list=25%, signal=35%	NGEF/AKAP13/ARHGEF5/DOCK1/ARHGEF6/VAV3/EPS8/VAV1/SOS1/PLEKHG1/TIAM1/ARHGEF37/ARHGEF12/ARHGEF3/ARHGEF28/ALS2/FARP1/FGD6/FGD4/SPATA13/FGD2/KALRN/ECT2/ARHGEF18/FARP2/DOCK4/DOCK11/DOCK2
GO_MRNA_METHYLTRANSFERASE_ACTIVITY	GO_MRNA_METHYLTRANSFERASE_ACTIVITY	GO_MRNA_METHYLTRANSFERASE_ACTIVITY	12	-0.55314687854494	-1.35093474071628	0.151785714285714	1	0.993143778987699	3305	tags=42%, list=17%, signal=35%	METTL8/RNMT/METTL14/CMTR2/TRMT61B
GO_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	GO_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	GO_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	15	-0.524972979143578	-1.35021721483929	0.123655913978495	1	0.993143778987699	3403	tags=40%, list=17%, signal=33%	ABHD5/LCLAT1/LPCAT2/AGPAT5/GPAT3/PNPLA3
GO_VITAMIN_D_RECEPTOR_BINDING	GO_VITAMIN_D_RECEPTOR_BINDING	GO_VITAMIN_D_RECEPTOR_BINDING	15	-0.523028207135376	-1.34521531045804	0.123655913978495	1	0.993143778987699	8428	tags=67%, list=43%, signal=38%	SNW1/TAF7/MED12/MED30/THRAP3/TOB2/MED17/MED14/MED13/MED1
GO_HISTONE_ACETYLTRANSFERASE_BINDING	GO_HISTONE_ACETYLTRANSFERASE_BINDING	GO_HISTONE_ACETYLTRANSFERASE_BINDING	28	-0.456205366196688	-1.34321718304796	0.117021276595745	1	0.993143778987699	6810	tags=61%, list=35%, signal=40%	SP1/ECD/ETS1/TRIP4/KANSL1/GLI3/HIF1A/CITED2/STAT1/MEF2A/PAX6/BCAS3/TRIM68/CREB1/KANSL1L/NR4A3/MTF1
GO_RNA_STEM_LOOP_BINDING	GO_RNA_STEM_LOOP_BINDING	GO_RNA_STEM_LOOP_BINDING	12	-0.54932460853034	-1.34159972039636	0.15625	1	0.993143778987699	5949	tags=67%, list=31%, signal=46%	FMR1/METTL16/DDX3X/DHX9/MYH10/RC3H1/CPEB3/RC3H2
GO_SINGLE_STRANDED_TELOMERIC_DNA_BINDING	GO_SINGLE_STRANDED_TELOMERIC_DNA_BINDING	GO_SINGLE_STRANDED_TELOMERIC_DNA_BINDING	12	-0.548212375827145	-1.33888334639735	0.15625	1	0.993143778987699	6169	tags=50%, list=32%, signal=34%	CTC1/TERF2/RPA1/TERF1/RAD50/POT1
GO_TRNA_METHYLTRANSFERASE_ACTIVITY	GO_TRNA_METHYLTRANSFERASE_ACTIVITY	GO_TRNA_METHYLTRANSFERASE_ACTIVITY	34	-0.437949474679999	-1.33840568778949	0.112676056338028	1	0.993143778987699	4520	tags=53%, list=23%, signal=41%	TRMT44/TRMT12/METTL2A/TRMT6/THUMPD3/TRMO/TRMT2B/TRMT9B/TRMT5/TYW3/TRMT10A/TRMT1L/METTL8/LCMT2/TRMT61B/NSUN3/ALKBH8/TRDMT1
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	48	-0.390909631159547	-1.33461877149163	0.0540540540540541	0.858855329650958	0.852966827693278	6596	tags=52%, list=34%, signal=35%	TIPARP/QPRT/PNP/PARP14/LARGE1/UMPS/PARP1/NAMPT/PARP9/PARP8/MTAP/RXYLT1/PARP4/TNKS2/QTRT2/TNKS/GXYLT1/ART3/LACC1/LARGE2/PARP11/UPP2/PPAT/ART4/XYLT1
GO_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	GO_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	GO_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	11	-0.564115918299601	-1.33413013675998	0.175	1	0.993143778987699	3947	tags=45%, list=20%, signal=36%	PRMT6/PRMT3/PRMT5/PRMT9/FBXO11
GO_TASTE_RECEPTOR_ACTIVITY	GO_TASTE_RECEPTOR_ACTIVITY	GO_TASTE_RECEPTOR_ACTIVITY	26	-0.454379977615897	-1.33386293333777	0.130841121495327	1	0.993143778987699	1320	tags=38%, list=7%, signal=36%	TAS2R9/TAS2R46/TAS2R43/FFAR4/TAS2R38/TAS2R50/TAS2R13/TAS2R30/TAS2R40/TAS2R3
GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	42	-0.395953497599036	-1.33319218754552	0.0754716981132075	0.892307692307692	0.886189833558255	4103	tags=40%, list=21%, signal=32%	SLC6A6/SLC33A1/SLC26A2/SLC1A1/SLC36A1/SLC6A13/ABCG2/SLC19A3/SLC25A30/SLC26A4/SLC7A9/SLC3A1/SLC26A3/SLC26A7/SLC7A11/SLC26A9/SLC13A1
GO_MICROTUBULE_PLUS_END_BINDING	GO_MICROTUBULE_PLUS_END_BINDING	GO_MICROTUBULE_PLUS_END_BINDING	20	-0.480361874688574	-1.33300019421699	0.148148148148148	1	0.993143778987699	6698	tags=65%, list=34%, signal=43%	CLASP1/STIM1/DCTN1/MAPRE2/PAFAH1B1/CLIP4/KIF18A/TTBK2/FBXW11/CLIP1/CLASP2/DST/APC
GO_PRENYLTRANSFERASE_ACTIVITY	GO_PRENYLTRANSFERASE_ACTIVITY	GO_PRENYLTRANSFERASE_ACTIVITY	17	-0.503027442872282	-1.33264318265306	0.146341463414634	1	0.993143778987699	7666	tags=71%, list=39%, signal=43%	FDPS/RABGGTB/FDFT1/DHDDS/UBIAD1/COX10/COQ2/NUS1/PGGT1B/PDSS2/PTAR1/CHM
GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	10	-0.582177368366628	-1.32977511095185	0.165384615384615	1	0.993143778987699	7751	tags=80%, list=40%, signal=48%	HPN/TPP1/SCPEP1/PRCP/TPP2/CPVL/CPD/F11
